trip_id,line_id,line_name,date,day_of_week,is_weekend,planned_departure,actual_departure,departure_delay_min,planned_duration_min,actual_duration_min,total_delay_min,num_stops,weather_condition,temperature_c,precipitation_mm,wind_speed_kmh,humidity_pct,traffic_level,speed_factor,bus_capacity,avg_occupancy_pct
TRP-07751,L02,Sanayi - Hastane,2025-03-18,1,0,2025-03-18 17:00:00,2025-03-18 17:03:00,3.0,24.6,58.2,33.6,11,snow,-3.3,5.6,47.2,89.0,high,0.423,60,46.9
TRP-07752,L02,Sanayi - Hastane,2025-03-18,1,0,2025-03-18 17:15:00,2025-03-18 17:16:12,1.2,24.6,41.2,16.6,11,clear,18.3,0,10.1,53.1,high,0.597,60,89.5
TRP-07753,L02,Sanayi - Hastane,2025-03-18,1,0,2025-03-18 17:30:00,2025-03-18 17:30:00,0,24.6,43.4,18.8,11,cloudy,5.1,0,0.3,62.0,high,0.567,60,15.1
TRP-07754,L02,Sanayi - Hastane,2025-03-18,1,0,2025-03-18 17:45:00,2025-03-18 17:45:00,0,24.6,51.7,27.1,11,fog,10.9,0,15.7,83.7,high,0.476,60,45.3
TRP-07755,L02,Sanayi - Hastane,2025-03-18,1,0,2025-03-18 18:00:00,2025-03-18 18:02:12,2.2,24.6,38.3,13.7,11,cloudy,28.9,0,5.0,71.5,high,0.643,60,64.0
TRP-07756,L02,Sanayi - Hastane,2025-03-18,1,0,2025-03-18 18:15:00,2025-03-18 18:17:54,2.9,24.6,39.9,15.3,11,cloudy,15.5,0,12.7,76.2,high,0.616,60,20.6
TRP-07757,L02,Sanayi - Hastane,2025-03-18,1,0,2025-03-18 18:30:00,2025-03-18 18:30:00,0,24.6,69.7,45.1,11,rain,23.4,5.6,10.5,40.1,congested,0.353,60,17.9
TRP-07758,L02,Sanayi - Hastane,2025-03-18,1,0,2025-03-18 18:45:00,2025-03-18 18:47:30,2.5,24.6,38.3,13.7,11,clear,6.4,0,14.1,51.8,high,0.642,60,23.4
TRP-07759,L02,Sanayi - Hastane,2025-03-18,1,0,2025-03-18 19:00:00,2025-03-18 19:00:00,0,24.6,70.9,46.3,11,rain,22.7,5.9,14.9,87.1,congested,0.347,60,95.3
TRP-07760,L02,Sanayi - Hastane,2025-03-18,1,0,2025-03-18 19:15:00,2025-03-18 19:15:00,0,24.6,39.2,14.6,11,clear,26.9,0,15.8,53.5,high,0.627,60,42.8
TRP-07761,L02,Sanayi - Hastane,2025-03-18,1,0,2025-03-18 19:30:00,2025-03-18 19:30:00,0,24.6,63.6,39.0,11,snow,34.5,15.3,35.1,66.0,high,0.387,60,74.3
TRP-07762,L02,Sanayi - Hastane,2025-03-18,1,0,2025-03-18 19:45:00,2025-03-18 19:46:30,1.5,24.6,33.2,8.6,11,cloudy,35.5,0,10.7,33.1,moderate,0.74,60,93.5
TRP-07763,L02,Sanayi - Hastane,2025-03-18,1,0,2025-03-18 20:00:00,2025-03-18 20:05:36,5.6,24.6,33.9,9.3,11,rain,35.5,8.5,4.8,36.7,moderate,0.726,60,90.3
TRP-07764,L02,Sanayi - Hastane,2025-03-18,1,0,2025-03-18 20:15:00,2025-03-18 20:15:00,0,24.6,34.4,9.8,11,rain,11.9,5.1,6.4,84.2,moderate,0.716,60,45.9
TRP-07765,L02,Sanayi - Hastane,2025-03-18,1,0,2025-03-18 20:30:00,2025-03-18 20:30:00,0,24.6,95.7,71.1,11,snow,18.6,15.0,37.3,72.4,congested,0.257,60,73.4
TRP-07766,L02,Sanayi - Hastane,2025-03-18,1,0,2025-03-18 20:45:00,2025-03-18 20:48:48,3.8,24.6,40.5,15.9,11,cloudy,11.8,0,2.7,54.1,high,0.607,60,39.0
TRP-07767,L02,Sanayi - Hastane,2025-03-18,1,0,2025-03-18 21:00:00,2025-03-18 21:00:00,0,24.6,56.7,32.1,11,clear,26.3,0,2.5,58.8,congested,0.434,60,63.6
TRP-07768,L02,Sanayi - Hastane,2025-03-18,1,0,2025-03-18 21:15:00,2025-03-18 21:16:48,1.8,24.6,33.1,8.5,11,cloudy,5.0,0,12.3,36.5,moderate,0.743,60,21.8
TRP-07769,L02,Sanayi - Hastane,2025-03-18,1,0,2025-03-18 21:30:00,2025-03-18 21:30:00,0,24.6,32.9,8.3,11,fog,31.4,0,14.9,84.7,low,0.747,60,38.0
TRP-07770,L02,Sanayi - Hastane,2025-03-18,1,0,2025-03-18 21:45:00,2025-03-18 21:45:00,0,24.6,47.6,23.0,11,snow,5.1,17.0,33.9,53.1,moderate,0.517,60,61.5
TRP-07771,L02,Sanayi - Hastane,2025-03-18,1,0,2025-03-18 22:00:00,2025-03-18 22:02:12,2.2,24.6,25.5,0.9,11,cloudy,34.5,0,2.5,74.6,low,0.964,60,63.8
TRP-07772,L02,Sanayi - Hastane,2025-03-18,1,0,2025-03-18 22:15:00,2025-03-18 22:15:00,0,24.6,24.1,-0.5,11,cloudy,6.9,0,7.3,51.6,low,1.021,60,19.9
TRP-07773,L02,Sanayi - Hastane,2025-03-18,1,0,2025-03-18 22:30:00,2025-03-18 22:30:00,0,24.6,24.5,-0.1,11,clear,26.8,0,4.3,91.4,low,1.006,60,93.0
TRP-07774,L02,Sanayi - Hastane,2025-03-18,1,0,2025-03-18 22:45:00,2025-03-18 22:47:42,2.7,24.6,26.0,1.4,11,cloudy,21.4,0,12.0,47.6,low,0.947,60,46.7
TRP-07775,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 05:30:00,2025-03-18 05:30:00,0,22.8,26.9,4.1,9,rain,16.4,2.8,10.1,54.9,low,0.848,60,36.8
TRP-07776,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 05:40:00,2025-03-18 05:42:48,2.8,22.8,26.5,3.7,9,rain,13.2,19.4,3.3,44.7,low,0.86,60,26.6
TRP-07777,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 05:50:00,2025-03-18 05:50:00,0,22.8,34.0,11.2,9,rain,25.7,18.3,9.9,84.4,moderate,0.671,60,69.4
TRP-07778,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 06:00:00,2025-03-18 06:00:00,0,22.8,25.6,2.8,9,rain,33.4,15.3,13.0,33.4,low,0.891,60,88.6
TRP-07779,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 06:10:00,2025-03-18 06:16:06,6.1,22.8,30.8,8.0,9,cloudy,7.5,0,13.9,30.7,moderate,0.74,60,22.2
TRP-07780,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 06:20:00,2025-03-18 06:20:00,0,22.8,22.7,-0.1,9,clear,27.8,0,9.6,96.7,low,1.005,60,16.2
TRP-07781,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 06:30:00,2025-03-18 06:33:36,3.6,22.8,23.6,0.8,9,cloudy,11.1,0,8.3,77.5,low,0.968,60,45.3
TRP-07782,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 06:40:00,2025-03-18 06:42:00,2.0,22.8,56.4,33.6,9,snow,31.1,11.2,52.0,43.0,high,0.404,60,83.9
TRP-07783,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 06:50:00,2025-03-18 06:51:12,1.2,22.8,68.3,45.5,9,rain,19.4,4.5,0.9,50.2,congested,0.334,60,28.8
TRP-07784,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 07:00:00,2025-03-18 07:06:48,6.8,22.8,77.6,54.8,9,fog,29.3,0,6.2,80.4,congested,0.294,60,78.4
TRP-07785,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 07:10:00,2025-03-18 07:10:00,0,22.8,37.7,14.9,9,clear,23.4,0,6.3,32.8,high,0.605,60,29.5
TRP-07786,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 07:20:00,2025-03-18 07:21:00,1.0,22.8,56.2,33.4,9,clear,30.6,0,0.2,66.2,congested,0.406,60,46.9
TRP-07787,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 07:30:00,2025-03-18 07:32:24,2.4,22.8,64.2,41.4,9,rain,22.5,4.1,2.4,59.3,congested,0.355,60,46.7
TRP-07788,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 07:40:00,2025-03-18 07:42:06,2.1,22.8,55.3,32.5,9,cloudy,15.0,0,13.2,59.2,congested,0.412,60,20.1
TRP-07789,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 07:50:00,2025-03-18 07:50:00,0,22.8,59.1,36.3,9,snow,9.3,7.9,48.1,88.4,high,0.386,60,63.5
TRP-07790,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 08:00:00,2025-03-18 08:01:42,1.7,22.8,21.4,-1.4,9,clear,16.4,0,13.2,78.3,low,1.063,60,90.1
TRP-07791,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 08:10:00,2025-03-18 08:10:00,0,22.8,29.4,6.6,9,cloudy,31.3,0,11.0,30.1,moderate,0.776,60,93.6
TRP-07792,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 08:20:00,2025-03-18 08:21:30,1.5,22.8,43.0,20.2,9,rain,16.6,0.9,1.9,82.9,high,0.53,60,57.0
TRP-07793,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 08:30:00,2025-03-18 08:30:00,0,22.8,36.7,13.9,9,clear,18.1,0,2.6,62.2,high,0.621,60,21.0
TRP-07794,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 08:40:00,2025-03-18 08:40:00,0,22.8,61.8,39.0,9,rain,15.7,3.0,6.9,50.5,congested,0.369,60,81.8
TRP-07795,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 08:50:00,2025-03-18 08:50:00,0,22.8,34.5,11.7,9,clear,18.8,0,16.9,80.7,high,0.66,60,71.9
TRP-07796,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 09:00:00,2025-03-18 09:01:48,1.8,22.8,38.2,15.4,9,clear,14.8,0,3.2,30.9,high,0.597,60,26.6
TRP-07797,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 09:10:00,2025-03-18 09:10:00,0,22.8,37.9,15.1,9,clear,9.0,0,12.8,48.5,high,0.601,60,94.5
TRP-07798,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 09:20:00,2025-03-18 09:21:42,1.7,22.8,39.5,16.7,9,clear,26.2,0,0.8,93.8,high,0.577,60,33.7
TRP-07799,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 09:30:00,2025-03-18 09:31:54,1.9,22.8,51.2,28.4,9,clear,35.4,0,13.5,78.6,congested,0.445,60,95.0
TRP-07800,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 09:40:00,2025-03-18 09:40:00,0,22.8,59.8,37.0,9,cloudy,8.7,0,5.0,84.6,congested,0.381,60,96.3
TRP-07801,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 09:50:00,2025-03-18 09:50:00,0,22.8,37.5,14.7,9,clear,32.3,0,17.8,68.8,high,0.608,60,64.2
TRP-07802,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 10:00:00,2025-03-18 10:00:00,0,22.8,56.7,33.9,9,clear,27.3,0,1.8,31.2,congested,0.402,60,19.2
TRP-07803,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 10:10:00,2025-03-18 10:12:12,2.2,22.8,22.4,-0.4,9,clear,11.9,0,16.4,51.2,low,1.02,60,77.5
TRP-07804,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 10:20:00,2025-03-18 10:20:00,0,22.8,40.7,17.9,9,rain,15.1,7.0,10.1,43.6,high,0.56,60,88.0
TRP-07805,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 10:30:00,2025-03-18 10:32:24,2.4,22.8,41.7,18.9,9,snow,9.1,0.6,11.3,67.4,moderate,0.547,60,54.2
TRP-07806,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 10:40:00,2025-03-18 10:40:00,0,22.8,41.5,18.7,9,wind,10.7,0,17.7,34.4,high,0.549,60,60.0
TRP-07807,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 10:50:00,2025-03-18 10:55:36,5.6,22.8,29.8,7.0,9,wind,10.6,0,32.6,93.3,moderate,0.765,60,71.5
TRP-07808,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 11:00:00,2025-03-18 11:01:42,1.7,22.8,53.5,30.7,9,snow,-3.9,6.2,29.0,80.8,high,0.426,60,70.4
TRP-07809,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 11:10:00,2025-03-18 11:12:24,2.4,22.8,35.0,12.2,9,rain,11.3,9.4,11.8,71.0,moderate,0.652,60,83.9
TRP-07810,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 11:20:00,2025-03-18 11:20:00,0,22.8,24.3,1.5,9,clear,22.2,0,12.9,87.7,low,0.939,60,30.1
TRP-07811,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 11:30:00,2025-03-18 11:35:36,5.6,22.8,22.1,-0.7,9,clear,34.9,0,2.4,61.7,low,1.032,60,92.3
TRP-07812,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 11:40:00,2025-03-18 11:43:36,3.6,22.8,31.4,8.6,9,rain,23.4,14.6,10.5,73.3,moderate,0.727,60,30.8
TRP-07813,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 11:50:00,2025-03-18 11:52:30,2.5,22.8,85.4,62.6,9,snow,-4.5,6.7,14.2,31.1,congested,0.267,60,29.9
TRP-07814,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 12:00:00,2025-03-18 12:02:36,2.6,22.8,33.0,10.2,9,wind,6.8,0,45.4,64.1,moderate,0.69,60,60.5
TRP-07815,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 12:10:00,2025-03-18 12:11:06,1.1,22.8,23.5,0.7,9,cloudy,4.1,0,8.0,38.1,low,0.971,60,68.3
TRP-07816,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 12:20:00,2025-03-18 12:20:00,0,22.8,38.3,15.5,9,cloudy,27.6,0,3.9,63.2,high,0.595,60,41.5
TRP-07817,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 12:30:00,2025-03-18 12:31:48,1.8,22.8,28.1,5.3,9,rain,3.1,12.5,5.9,53.9,low,0.81,60,84.0
TRP-07818,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 12:40:00,2025-03-18 12:41:06,1.1,22.8,22.5,-0.3,9,clear,6.1,0,17.6,75.3,low,1.015,60,86.1
TRP-07819,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 12:50:00,2025-03-18 12:51:30,1.5,22.8,87.7,64.9,9,snow,11.2,11.5,20.2,74.7,congested,0.26,60,83.1
TRP-07820,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 13:00:00,2025-03-18 13:00:00,0,22.8,28.5,5.7,9,clear,22.3,0,9.5,35.1,moderate,0.801,60,47.5
TRP-07821,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 13:10:00,2025-03-18 13:10:00,0,22.8,28.4,5.6,9,clear,28.4,0,17.4,95.6,moderate,0.803,60,29.5
TRP-07822,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 13:20:00,2025-03-18 13:20:00,0,22.8,32.7,9.9,9,rain,30.1,2.6,7.6,96.4,moderate,0.698,60,39.1
TRP-07823,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 13:30:00,2025-03-18 13:30:00,0,22.8,22.2,-0.6,9,clear,16.6,0,10.0,70.1,low,1.026,60,56.5
TRP-07824,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 13:40:00,2025-03-18 13:40:00,0,22.8,36.2,13.4,9,snow,23.0,9.7,22.0,72.6,low,0.629,60,70.8
TRP-07825,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 13:50:00,2025-03-18 13:50:00,0,22.8,43.7,20.9,9,snow,24.7,13.5,38.3,74.1,moderate,0.522,60,48.8
TRP-07826,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 14:00:00,2025-03-18 14:01:12,1.2,22.8,27.1,4.3,9,clear,21.7,0,9.4,68.6,moderate,0.84,60,75.4
TRP-07827,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 14:10:00,2025-03-18 14:17:54,7.9,22.8,24.7,1.9,9,cloudy,1.9,0,17.3,69.3,low,0.924,60,46.3
TRP-07828,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 14:20:00,2025-03-18 14:22:24,2.4,22.8,28.4,5.6,9,fog,34.9,0,15.5,55.5,low,0.802,60,20.9
TRP-07829,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 14:30:00,2025-03-18 14:33:30,3.5,22.8,38.1,15.3,9,fog,34.5,0,12.6,42.9,moderate,0.598,60,22.0
TRP-07830,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 14:40:00,2025-03-18 14:40:00,0,22.8,22.5,-0.3,9,cloudy,6.9,0,13.0,77.1,low,1.012,60,77.1
TRP-07831,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 14:50:00,2025-03-18 14:50:00,0,22.8,29.4,6.6,9,wind,24.2,0,40.8,48.6,moderate,0.775,60,87.4
TRP-07832,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 15:00:00,2025-03-18 15:02:00,2.0,22.8,23.7,0.9,9,cloudy,22.4,0,17.9,96.0,low,0.964,60,95.8
TRP-07833,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 15:10:00,2025-03-18 15:15:12,5.2,22.8,32.1,9.3,9,fog,30.2,0,13.5,62.0,low,0.711,60,66.5
TRP-07834,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 15:20:00,2025-03-18 15:23:48,3.8,22.8,33.1,10.3,9,snow,9.2,3.2,26.0,60.0,low,0.688,60,38.7
TRP-07835,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 15:30:00,2025-03-18 15:36:30,6.5,22.8,26.6,3.8,9,clear,31.1,0,14.6,68.7,moderate,0.856,60,27.7
TRP-07836,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 15:40:00,2025-03-18 15:40:00,0,22.8,23.8,1.0,9,clear,10.8,0,10.8,45.2,low,0.957,60,80.5
TRP-07837,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 15:50:00,2025-03-18 15:54:42,4.7,22.8,21.7,-1.1,9,clear,22.5,0,2.2,57.3,low,1.05,60,29.4
TRP-07838,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 16:00:00,2025-03-18 16:00:00,0,22.8,35.5,12.7,9,cloudy,15.4,0,12.8,91.1,high,0.642,60,57.6
TRP-07839,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 16:10:00,2025-03-18 16:10:00,0,22.8,22.8,0.0,9,cloudy,17.9,0,14.6,69.5,low,0.999,60,94.1
TRP-07840,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 16:20:00,2025-03-18 16:20:00,0,22.8,23.4,0.6,9,cloudy,4.4,0,6.3,47.8,low,0.973,60,15.1
TRP-07841,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 16:30:00,2025-03-18 16:30:00,0,22.8,28.0,5.2,9,cloudy,8.1,0,7.7,59.1,moderate,0.814,60,86.5
TRP-07842,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 16:40:00,2025-03-18 16:40:00,0,22.8,35.0,12.2,9,fog,21.3,0,4.7,71.0,moderate,0.651,60,68.7
TRP-07843,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 16:50:00,2025-03-18 16:51:54,1.9,22.8,27.9,5.1,9,clear,6.9,0,8.1,43.1,moderate,0.818,60,40.9
TRP-07844,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 17:00:00,2025-03-18 17:02:48,2.8,22.8,39.6,16.8,9,cloudy,28.3,0,10.8,94.6,high,0.576,60,18.7
TRP-07845,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 17:10:00,2025-03-18 17:10:00,0,22.8,54.2,31.4,9,clear,20.5,0,8.9,67.0,congested,0.421,60,69.1
TRP-07846,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 17:20:00,2025-03-18 17:22:06,2.1,22.8,27.1,4.3,9,clear,6.9,0,1.0,87.7,moderate,0.841,60,96.0
TRP-07847,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 17:30:00,2025-03-18 17:37:48,7.8,22.8,30.9,8.1,9,rain,33.5,19.8,5.2,81.2,moderate,0.737,60,21.4
TRP-07848,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 17:40:00,2025-03-18 17:40:00,0,22.8,54.3,31.5,9,clear,30.3,0,3.0,54.0,congested,0.42,60,93.0
TRP-07849,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 17:50:00,2025-03-18 17:52:48,2.8,22.8,40.1,17.3,9,wind,26.3,0,11.9,58.3,high,0.569,60,94.2
TRP-07850,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 18:00:00,2025-03-18 18:02:36,2.6,22.8,50.8,28.0,9,fog,10.5,0,6.9,82.8,high,0.449,60,34.6
TRP-07851,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 18:10:00,2025-03-18 18:12:00,2.0,22.8,58.3,35.5,9,cloudy,29.8,0,10.9,44.4,congested,0.391,60,89.4
TRP-07852,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 18:20:00,2025-03-18 18:20:00,0,22.8,40.9,18.1,9,rain,15.6,18.7,8.1,97.8,high,0.558,60,74.1
TRP-07853,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 18:30:00,2025-03-18 18:30:00,0,22.8,54.8,32.0,9,clear,20.3,0,11.0,85.0,congested,0.416,60,85.9
TRP-07854,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 18:40:00,2025-03-18 18:40:00,0,22.8,68.3,45.5,9,rain,19.9,13.6,6.3,78.9,congested,0.334,60,63.3
TRP-07855,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 18:50:00,2025-03-18 18:52:18,2.3,22.8,56.3,33.5,9,clear,8.0,0,12.4,66.9,congested,0.405,60,94.6
TRP-07856,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 19:00:00,2025-03-18 19:06:00,6.0,22.8,36.1,13.3,9,cloudy,9.4,0,8.2,70.7,high,0.632,60,25.0
TRP-07857,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 19:10:00,2025-03-18 19:10:00,0,22.8,89.4,66.6,9,snow,17.5,14.9,26.0,54.9,congested,0.255,60,85.8
TRP-07858,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 19:20:00,2025-03-18 19:21:24,1.4,22.8,75.2,52.4,9,fog,31.2,0,14.7,44.0,congested,0.303,60,43.4
TRP-07859,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 19:30:00,2025-03-18 19:31:54,1.9,22.8,29.5,6.7,9,wind,25.4,0,53.9,40.5,moderate,0.774,60,17.4
TRP-07860,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 19:40:00,2025-03-18 19:40:00,0,22.8,38.6,15.8,9,clear,34.5,0,12.4,72.2,high,0.591,60,83.2
TRP-07861,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 19:50:00,2025-03-18 19:50:00,0,22.8,39.1,16.3,9,cloudy,7.5,0,9.0,51.9,high,0.583,60,31.4
TRP-07862,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 20:00:00,2025-03-18 20:00:00,0,22.8,37.6,14.8,9,cloudy,1.1,0,8.8,72.0,high,0.606,60,26.2
TRP-07863,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 20:10:00,2025-03-18 20:10:00,0,22.8,26.9,4.1,9,rain,22.2,4.8,8.9,57.0,low,0.849,60,29.3
TRP-07864,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 20:20:00,2025-03-18 20:20:00,0,22.8,31.2,8.4,9,rain,27.9,19.8,12.8,49.2,moderate,0.73,60,89.1
TRP-07865,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 20:30:00,2025-03-18 20:30:00,0,22.8,53.3,30.5,9,clear,9.1,0,6.9,75.4,congested,0.428,60,94.4
TRP-07866,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 20:40:00,2025-03-18 20:46:06,6.1,22.8,27.8,5.0,9,clear,5.8,0,16.1,35.6,moderate,0.819,60,42.5
TRP-07867,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 20:50:00,2025-03-18 20:50:00,0,22.8,55.9,33.1,9,snow,19.3,15.9,18.8,74.2,high,0.408,60,29.5
TRP-07868,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 21:00:00,2025-03-18 21:05:18,5.3,22.8,26.2,3.4,9,rain,31.2,15.7,16.4,78.6,low,0.87,60,38.3
TRP-07869,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 21:10:00,2025-03-18 21:11:00,1.0,22.8,22.9,0.1,9,cloudy,21.7,0,6.4,32.0,low,0.996,60,85.3
TRP-07870,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 21:20:00,2025-03-18 21:20:00,0,22.8,30.7,7.9,9,wind,24.0,0,10.3,95.4,moderate,0.742,60,69.6
TRP-07871,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 21:30:00,2025-03-18 21:31:18,1.3,22.8,28.4,5.6,9,clear,20.9,0,13.2,38.4,moderate,0.803,60,22.8
TRP-07872,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 21:40:00,2025-03-18 21:40:00,0,22.8,26.1,3.3,9,clear,12.5,0,15.9,45.0,moderate,0.874,60,61.5
TRP-07873,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 21:50:00,2025-03-18 21:50:00,0,22.8,24.2,1.4,9,cloudy,33.8,0,16.9,59.5,low,0.941,60,97.2
TRP-07874,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 22:00:00,2025-03-18 22:02:42,2.7,22.8,23.1,0.3,9,clear,33.9,0,10.6,60.8,low,0.985,60,74.0
TRP-07875,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 22:10:00,2025-03-18 22:12:00,2.0,22.8,28.9,6.1,9,cloudy,22.4,0,16.7,92.2,moderate,0.788,60,23.1
TRP-07876,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 22:20:00,2025-03-18 22:22:54,2.9,22.8,25.4,2.6,9,rain,17.9,1.2,12.0,49.1,low,0.896,60,20.4
TRP-07877,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 22:30:00,2025-03-18 22:30:00,0,22.8,22.9,0.1,9,clear,18.0,0,3.4,62.1,low,0.994,60,42.0
TRP-07878,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 22:40:00,2025-03-18 22:40:00,0,22.8,30.9,8.1,9,rain,15.6,9.5,12.9,63.5,moderate,0.737,60,48.7
TRP-07879,L03,Baglar - Carsi,2025-03-18,1,0,2025-03-18 22:50:00,2025-03-18 22:52:06,2.1,22.8,23.4,0.6,9,cloudy,33.9,0,1.2,67.8,low,0.976,60,45.3
TRP-07880,L04,Esentepe - Meydan,2025-03-18,1,0,2025-03-18 05:30:00,2025-03-18 05:32:24,2.4,25.5,29.9,4.4,12,clear,12.7,0,5.8,45.1,moderate,0.854,60,63.1
TRP-07881,L04,Esentepe - Meydan,2025-03-18,1,0,2025-03-18 05:50:00,2025-03-18 05:50:00,0,25.5,44.1,18.6,12,fog,19.0,0,0.4,33.7,moderate,0.578,60,97.5
