stop_id,line_id,stop_type,hour_of_day,day_of_week,is_weekend,time_bucket,weather_condition,avg_passengers_waiting,avg_passengers_boarding,avg_dwell_time_min,sample_count,std_passengers_waiting,max_passengers_waiting,crowding_level
STP-L03-04,L03,regular,8,3,0,morning_rush,cloudy,24,18,0.6,119,4.2,66,moderate
STP-L03-04,L03,regular,8,3,0,morning_rush,clear,21,16,0.7,40,2.5,42,moderate
STP-L03-04,L03,regular,9,1,0,midday,clear,7,5,2.5,48,1.1,17,light
STP-L03-04,L03,regular,9,1,0,midday,wind,9,6,0.7,103,2.2,20,light
STP-L03-04,L03,regular,9,3,0,midday,rain,9,7,2.9,63,2.7,21,light
STP-L03-04,L03,regular,9,3,0,midday,snow,11,6,1.1,44,2.2,22,light
STP-L03-04,L03,regular,9,4,0,midday,snow,12,7,1.4,107,2.7,22,light
STP-L03-04,L03,regular,9,4,0,midday,cloudy,7,6,2.0,101,1.2,12,light
STP-L03-04,L03,regular,9,6,1,midday,snow,10,8,2.6,38,3.3,21,light
STP-L03-04,L03,regular,9,6,1,midday,rain,6,5,1.7,16,0.9,16,light
STP-L03-04,L03,regular,12,1,0,lunch,wind,13,12,0.9,91,4.0,29,light
STP-L03-04,L03,regular,12,1,0,lunch,rain,13,10,2.6,94,3.6,21,light
STP-L03-04,L03,regular,12,3,0,lunch,cloudy,13,12,1.4,112,4.3,20,light
STP-L03-04,L03,regular,12,3,0,lunch,rain,13,8,1.4,118,4.1,25,light
STP-L03-04,L03,regular,12,4,0,lunch,rain,17,11,1.0,14,3.9,29,moderate
STP-L03-04,L03,regular,12,4,0,lunch,fog,15,12,2.8,45,5.2,25,moderate
STP-L03-04,L03,regular,12,5,1,lunch,rain,12,10,2.4,104,3.3,31,light
STP-L03-04,L03,regular,12,5,1,lunch,cloudy,7,4,2.6,49,0.8,19,light
STP-L03-04,L03,regular,12,6,1,lunch,rain,12,8,2.2,106,2.8,24,light
STP-L03-04,L03,regular,12,6,1,lunch,snow,11,7,1.4,79,1.1,21,light
STP-L03-04,L03,regular,13,0,0,lunch,snow,22,15,2.1,19,5.8,54,moderate
STP-L03-04,L03,regular,13,0,0,lunch,wind,12,10,0.5,40,1.8,23,light
STP-L03-04,L03,regular,13,3,0,lunch,fog,15,9,2.5,83,2.6,24,moderate
STP-L03-04,L03,regular,13,3,0,lunch,snow,21,13,0.6,89,4.2,39,moderate
STP-L03-04,L03,regular,13,4,0,lunch,snow,20,13,0.5,91,3.1,45,moderate
STP-L03-04,L03,regular,13,4,0,lunch,clear,13,8,2.3,33,2.2,28,light
STP-L03-04,L03,regular,13,6,1,lunch,fog,9,8,1.9,26,1.4,18,light
STP-L03-04,L03,regular,13,6,1,lunch,cloudy,9,7,1.2,39,1.0,20,light
STP-L03-04,L03,regular,17,0,0,evening_rush,wind,17,11,3.0,12,5.3,47,moderate
STP-L03-04,L03,regular,17,0,0,evening_rush,snow,26,17,1.0,110,6.2,42,moderate
STP-L03-04,L03,regular,17,2,0,evening_rush,fog,20,17,1.0,91,6.2,33,moderate
STP-L03-04,L03,regular,17,2,0,evening_rush,snow,30,27,2.4,13,6.0,78,busy
STP-L03-04,L03,regular,17,6,1,evening_rush,snow,16,10,2.9,93,2.7,28,moderate
STP-L03-04,L03,regular,17,6,1,evening_rush,wind,9,7,1.2,97,2.0,13,light
STP-L03-04,L03,regular,18,0,0,evening_rush,fog,16,10,1.3,25,2.8,35,moderate
STP-L03-04,L03,regular,18,0,0,evening_rush,clear,14,9,0.6,53,3.8,37,light
STP-L03-04,L03,regular,18,2,0,evening_rush,snow,24,15,2.4,18,7.0,58,moderate
STP-L03-04,L03,regular,18,2,0,evening_rush,clear,14,11,1.2,98,3.2,35,light
STP-L03-04,L03,regular,18,4,0,evening_rush,cloudy,18,15,1.9,22,3.4,27,moderate
STP-L03-04,L03,regular,18,4,0,evening_rush,clear,17,14,0.6,12,2.9,46,moderate
STP-L03-04,L03,regular,18,6,1,evening_rush,clear,10,8,2.4,17,2.4,21,light
STP-L03-04,L03,regular,18,6,1,evening_rush,cloudy,11,9,1.6,15,3.6,26,light
STP-L03-04,L03,regular,20,0,0,evening,snow,10,6,2.9,63,1.9,16,light
STP-L03-04,L03,regular,20,0,0,evening,cloudy,8,6,2.4,108,0.8,16,light
STP-L03-04,L03,regular,20,1,0,evening,cloudy,8,7,1.0,34,2.7,11,light
STP-L03-04,L03,regular,20,1,0,evening,clear,9,7,2.5,26,2.9,13,light
STP-L03-04,L03,regular,20,3,0,evening,cloudy,8,6,1.9,71,2.4,18,light
STP-L03-04,L03,regular,20,3,0,evening,clear,8,7,2.6,78,1.2,11,light
STP-L03-04,L03,regular,22,0,0,evening,rain,11,8,2.6,89,3.6,25,light
STP-L03-04,L03,regular,22,0,0,evening,cloudy,10,6,1.3,85,2.5,27,light
STP-L03-04,L03,regular,22,2,0,evening,clear,6,4,1.0,104,1.0,16,light
STP-L03-04,L03,regular,22,2,0,evening,fog,9,7,0.7,17,1.2,24,light
STP-L03-05,L03,regular,6,5,1,early_morning,fog,5,4,2.1,116,1.2,13,light
STP-L03-05,L03,regular,6,5,1,early_morning,cloudy,4,3,0.8,49,0.7,5,empty
STP-L03-05,L03,regular,6,6,1,early_morning,wind,7,4,1.8,36,1.8,11,light
STP-L03-05,L03,regular,6,6,1,early_morning,rain,8,6,2.4,70,1.7,14,light
STP-L03-05,L03,regular,8,2,0,morning_rush,fog,18,14,1.6,42,1.9,44,moderate
STP-L03-05,L03,regular,8,2,0,morning_rush,snow,29,23,2.1,25,4.0,75,moderate
STP-L03-05,L03,regular,8,4,0,morning_rush,cloudy,21,16,3.0,113,3.8,55,moderate
STP-L03-05,L03,regular,8,4,0,morning_rush,snow,25,19,0.9,61,3.9,64,moderate
STP-L03-05,L03,regular,8,5,1,morning_rush,fog,13,7,2.4,76,2.2,28,light
STP-L03-05,L03,regular,8,5,1,morning_rush,wind,11,10,2.4,49,1.8,17,light
STP-L03-05,L03,regular,9,1,0,midday,clear,7,4,1.4,15,0.8,17,light
STP-L03-05,L03,regular,9,1,0,midday,wind,7,5,2.6,104,0.9,13,light
STP-L03-05,L03,regular,9,2,0,midday,clear,7,6,2.5,36,2.4,11,light
STP-L03-05,L03,regular,9,2,0,midday,fog,9,8,2.4,107,1.1,19,light
STP-L03-05,L03,regular,12,2,0,lunch,wind,13,12,2.5,101,3.2,35,light
STP-L03-05,L03,regular,12,2,0,lunch,rain,18,12,2.2,114,5.2,30,moderate
STP-L03-05,L03,regular,13,2,0,lunch,clear,12,11,1.9,70,3.4,27,light
STP-L03-05,L03,regular,13,2,0,lunch,fog,13,9,2.4,106,2.7,32,light
STP-L03-05,L03,regular,13,6,1,lunch,clear,8,7,2.3,99,2.6,22,light
STP-L03-05,L03,regular,13,6,1,lunch,fog,8,6,0.8,71,1.9,16,light
STP-L03-05,L03,regular,17,0,0,evening_rush,fog,18,12,2.4,103,4.9,36,moderate
STP-L03-05,L03,regular,17,0,0,evening_rush,snow,27,17,0.7,110,3.9,43,moderate
STP-L03-05,L03,regular,17,1,0,evening_rush,wind,19,13,2.3,106,2.6,32,moderate
STP-L03-05,L03,regular,17,1,0,evening_rush,clear,16,15,0.6,48,3.4,32,moderate
STP-L03-05,L03,regular,17,5,1,evening_rush,rain,17,11,0.7,44,1.9,30,moderate
STP-L03-05,L03,regular,17,5,1,evening_rush,wind,14,9,3.0,12,4.8,38,light
STP-L03-05,L03,regular,17,6,1,evening_rush,snow,15,9,1.4,37,4.8,35,moderate
STP-L03-05,L03,regular,17,6,1,evening_rush,rain,17,12,1.4,89,4.1,26,moderate
STP-L03-05,L03,regular,18,0,0,evening_rush,wind,21,19,1.1,35,5.0,36,moderate
STP-L03-05,L03,regular,18,0,0,evening_rush,clear,17,11,1.8,32,1.8,31,moderate
STP-L03-05,L03,regular,18,5,1,evening_rush,rain,13,11,2.8,60,4.2,25,light
STP-L03-05,L03,regular,18,5,1,evening_rush,wind,10,9,1.5,76,1.1,19,light
STP-L03-05,L03,regular,20,1,0,evening,wind,10,6,1.7,12,3.3,27,light
STP-L03-05,L03,regular,20,1,0,evening,clear,9,7,1.3,114,1.5,22,light
STP-L03-05,L03,regular,20,2,0,evening,snow,14,8,1.7,96,3.4,31,light
STP-L03-05,L03,regular,20,2,0,evening,cloudy,10,6,2.1,71,2.1,18,light
STP-L03-05,L03,regular,20,3,0,evening,wind,11,7,2.1,31,3.5,23,light
STP-L03-05,L03,regular,20,3,0,evening,cloudy,10,9,1.3,32,2.5,21,light
STP-L03-05,L03,regular,20,4,0,evening,wind,10,6,1.0,95,1.7,23,light
STP-L03-05,L03,regular,20,4,0,evening,cloudy,7,5,2.2,43,2.1,11,light
STP-L03-05,L03,regular,20,5,1,evening,wind,6,4,1.3,67,1.1,11,light
STP-L03-05,L03,regular,20,5,1,evening,snow,9,8,1.7,110,1.9,19,light
STP-L03-05,L03,regular,22,4,0,evening,clear,10,7,2.1,79,2.8,17,light
STP-L03-05,L03,regular,22,4,0,evening,snow,12,10,1.3,34,1.2,28,light
STP-L03-05,L03,regular,22,5,1,evening,clear,5,4,0.4,103,1.2,7,light
STP-L03-05,L03,regular,22,5,1,evening,fog,5,3,1.6,32,0.9,9,light
STP-L03-06,L03,hospital,6,0,0,early_morning,fog,35,27,1.8,62,3.5,59,busy
STP-L03-06,L03,hospital,6,0,0,early_morning,rain,45,35,1.5,42,8.3,79,busy
STP-L03-06,L03,hospital,6,1,0,early_morning,wind,26,22,2.0,53,2.9,48,moderate
STP-L03-06,L03,hospital,6,1,0,early_morning,fog,33,27,2.9,28,10.6,70,busy
STP-L03-06,L03,hospital,6,6,1,early_morning,clear,22,19,1.8,8,3.9,45,moderate
STP-L03-06,L03,hospital,6,6,1,early_morning,cloudy,16,13,1.3,111,2.6,41,moderate
STP-L03-06,L03,hospital,7,1,0,morning_rush,snow,83,71,1.0,74,15.6,217,crowded
STP-L03-06,L03,hospital,7,1,0,morning_rush,wind,67,56,1.1,51,21.5,129,crowded
STP-L03-06,L03,hospital,7,2,0,morning_rush,fog,62,49,1.2,81,16.7,124,crowded
STP-L03-06,L03,hospital,7,2,0,morning_rush,clear,59,48,1.7,62,10.4,145,crowded
STP-L03-06,L03,hospital,7,4,0,morning_rush,rain,95,86,1.4,36,21.2,146,crowded
STP-L03-06,L03,hospital,7,4,0,morning_rush,cloudy,57,35,1.3,27,6.3,103,crowded
STP-L03-06,L03,hospital,7,5,1,morning_rush,clear,42,39,2.2,100,4.9,101,busy
STP-L03-06,L03,hospital,7,5,1,morning_rush,wind,58,50,0.4,25,13.5,137,crowded
STP-L03-06,L03,hospital,7,6,1,morning_rush,wind,55,49,1.7,54,14.1,118,crowded
STP-L03-06,L03,hospital,7,6,1,morning_rush,rain,46,30,2.3,80,6.5,124,busy
STP-L03-06,L03,hospital,8,2,0,morning_rush,snow,95,89,2.6,44,30.1,251,crowded
STP-L03-06,L03,hospital,8,2,0,morning_rush,cloudy,67,56,1.3,86,7.2,172,crowded
STP-L03-06,L03,hospital,8,4,0,morning_rush,snow,99,75,2.7,61,19.4,194,crowded
STP-L03-06,L03,hospital,8,4,0,morning_rush,fog,83,64,2.1,25,11.1,129,crowded
STP-L03-06,L03,hospital,8,5,1,morning_rush,wind,40,36,1.8,115,9.8,97,busy
STP-L03-06,L03,hospital,8,5,1,morning_rush,snow,66,51,2.7,106,19.0,132,crowded
STP-L03-06,L03,hospital,9,2,0,midday,rain,33,29,1.6,90,7.1,61,busy
STP-L03-06,L03,hospital,9,2,0,midday,snow,34,25,1.8,93,9.8,50,busy
STP-L03-06,L03,hospital,9,6,1,midday,cloudy,15,13,1.4,82,2.2,23,moderate
STP-L03-06,L03,hospital,9,6,1,midday,wind,19,14,2.4,64,6.6,29,moderate
STP-L03-06,L03,hospital,12,2,0,lunch,rain,40,36,0.7,64,11.5,71,busy
STP-L03-06,L03,hospital,12,2,0,lunch,wind,53,37,2.6,59,6.5,143,crowded
STP-L03-06,L03,hospital,12,4,0,lunch,wind,38,27,1.3,49,10.6,97,busy
STP-L03-06,L03,hospital,12,4,0,lunch,fog,49,36,2.7,107,13.9,90,busy
STP-L03-06,L03,hospital,12,6,1,lunch,wind,32,25,2.2,81,7.6,48,busy
STP-L03-06,L03,hospital,12,6,1,lunch,fog,33,30,0.6,14,4.0,72,busy
STP-L03-06,L03,hospital,13,1,0,lunch,wind,43,32,0.4,41,6.1,65,busy
STP-L03-06,L03,hospital,13,1,0,lunch,clear,37,29,0.8,65,7.3,100,busy
STP-L03-06,L03,hospital,13,3,0,lunch,clear,31,24,0.7,103,10.0,73,busy
STP-L03-06,L03,hospital,13,3,0,lunch,snow,73,44,0.4,71,9.3,129,crowded
STP-L03-06,L03,hospital,13,6,1,lunch,rain,36,22,2.1,53,10.3,100,busy
STP-L03-06,L03,hospital,13,6,1,lunch,clear,23,20,1.6,69,7.4,52,moderate
STP-L03-06,L03,hospital,17,0,0,evening_rush,wind,67,40,1.2,99,23.1,177,crowded
STP-L03-06,L03,hospital,17,0,0,evening_rush,clear,47,40,2.9,52,10.8,74,busy
STP-L03-06,L03,hospital,17,1,0,evening_rush,snow,99,86,1.5,45,20.9,222,crowded
STP-L03-06,L03,hospital,17,1,0,evening_rush,fog,78,66,2.9,74,22.1,150,crowded
STP-L03-06,L03,hospital,17,3,0,evening_rush,clear,66,49,2.6,44,12.2,165,crowded
STP-L03-06,L03,hospital,17,3,0,evening_rush,cloudy,52,39,1.6,97,10.9,131,crowded
STP-L03-06,L03,hospital,17,4,0,evening_rush,fog,50,45,2.0,68,8.0,117,crowded
STP-L03-06,L03,hospital,17,4,0,evening_rush,wind,75,68,1.3,26,14.0,170,crowded
STP-L03-06,L03,hospital,17,6,1,evening_rush,wind,37,22,1.8,79,9.4,57,busy
STP-L03-06,L03,hospital,17,6,1,evening_rush,clear,41,29,2.3,113,9.2,85,busy
STP-L03-06,L03,hospital,18,2,0,evening_rush,fog,70,48,2.1,75,8.9,174,crowded
STP-L03-06,L03,hospital,18,2,0,evening_rush,rain,81,61,2.1,95,17.4,220,crowded
STP-L03-06,L03,hospital,18,6,1,evening_rush,wind,46,29,0.7,85,12.5,117,busy
STP-L03-06,L03,hospital,18,6,1,evening_rush,rain,57,40,2.9,114,7.2,115,crowded
STP-L03-06,L03,hospital,20,3,0,evening,cloudy,35,31,2.0,30,8.3,91,busy
STP-L03-06,L03,hospital,20,3,0,evening,wind,29,22,2.5,100,6.2,49,moderate
STP-L03-06,L03,hospital,20,5,1,evening,fog,21,16,1.9,60,5.8,41,moderate
STP-L03-06,L03,hospital,20,5,1,evening,snow,27,23,2.4,118,8.0,56,moderate
STP-L03-06,L03,hospital,20,6,1,evening,cloudy,14,8,2.8,54,2.5,33,light
STP-L03-06,L03,hospital,20,6,1,evening,snow,26,23,2.3,33,6.6,59,moderate
STP-L03-06,L03,hospital,22,0,0,evening,fog,26,18,1.3,17,5.1,44,moderate
STP-L03-06,L03,hospital,22,0,0,evening,cloudy,31,19,0.9,66,10.5,80,busy
STP-L03-06,L03,hospital,22,5,1,evening,snow,27,18,0.5,93,6.3,53,moderate
STP-L03-06,L03,hospital,22,5,1,evening,clear,15,12,1.5,19,4.9,38,moderate
STP-L03-06,L03,hospital,22,6,1,evening,rain,27,22,2.3,89,2.9,55,moderate
STP-L03-06,L03,hospital,22,6,1,evening,cloudy,20,18,2.2,84,2.1,44,moderate
STP-L03-07,L03,market,6,6,1,early_morning,rain,16,11,1.8,119,2.8,36,moderate
STP-L03-07,L03,market,6,6,1,early_morning,wind,16,9,1.9,118,4.3,23,moderate
STP-L03-07,L03,market,7,0,0,morning_rush,clear,51,33,1.0,49,14.0,74,crowded
STP-L03-07,L03,market,7,0,0,morning_rush,snow,97,72,2.6,19,29.4,178,crowded
STP-L03-07,L03,market,7,3,0,morning_rush,snow,74,68,0.5,111,16.8,168,crowded
STP-L03-07,L03,market,7,3,0,morning_rush,rain,54,41,2.7,28,5.9,122,crowded
STP-L03-07,L03,market,7,5,1,morning_rush,wind,41,29,2.5,43,5.8,59,busy
STP-L03-07,L03,market,7,5,1,morning_rush,clear,38,23,1.5,49,11.0,61,busy
STP-L03-07,L03,market,8,1,0,morning_rush,snow,69,44,1.9,66,19.8,168,crowded
STP-L03-07,L03,market,8,1,0,morning_rush,clear,56,41,2.6,11,7.5,113,crowded
STP-L03-07,L03,market,8,3,0,morning_rush,clear,44,31,2.4,62,9.7,114,busy
STP-L03-07,L03,market,8,3,0,morning_rush,cloudy,63,52,1.4,55,14.5,112,crowded
STP-L03-07,L03,market,8,4,0,morning_rush,clear,40,30,2.9,81,10.3,101,busy
STP-L03-07,L03,market,8,4,0,morning_rush,fog,58,53,0.5,88,18.3,122,crowded
STP-L03-07,L03,market,8,5,1,morning_rush,cloudy,45,29,2.1,96,6.2,88,busy
STP-L03-07,L03,market,8,5,1,morning_rush,fog,39,27,1.8,20,8.4,65,busy
STP-L03-07,L03,market,8,6,1,morning_rush,fog,38,27,1.6,112,7.9,101,busy
STP-L03-07,L03,market,8,6,1,morning_rush,clear,35,26,1.0,29,6.9,66,busy
STP-L03-07,L03,market,9,1,0,midday,snow,28,22,2.1,70,3.7,61,moderate
STP-L03-07,L03,market,9,1,0,midday,cloudy,28,23,1.5,114,8.0,57,moderate
STP-L03-07,L03,market,9,2,0,midday,clear,24,14,1.4,10,7.6,51,moderate
STP-L03-07,L03,market,9,2,0,midday,cloudy,28,23,0.8,22,7.8,53,moderate
STP-L03-07,L03,market,9,6,1,midday,snow,27,16,0.9,74,5.7,70,moderate
STP-L03-07,L03,market,9,6,1,midday,clear,13,9,0.5,57,2.1,34,light
STP-L03-07,L03,market,12,2,0,lunch,wind,26,22,2.0,81,5.5,58,moderate
STP-L03-07,L03,market,12,2,0,lunch,snow,58,35,0.5,62,14.6,127,crowded
STP-L03-07,L03,market,12,6,1,lunch,fog,29,22,1.9,85,7.4,43,moderate
STP-L03-07,L03,market,12,6,1,lunch,clear,23,15,1.8,83,7.8,34,moderate
STP-L03-07,L03,market,13,0,0,lunch,clear,36,27,2.1,86,12.6,80,busy
STP-L03-07,L03,market,13,0,0,lunch,fog,28,19,1.5,96,3.7,60,moderate
STP-L03-07,L03,market,13,3,0,lunch,wind,35,30,2.0,58,9.4,50,busy
STP-L03-07,L03,market,13,3,0,lunch,snow,45,41,1.8,18,13.2,83,busy
STP-L03-07,L03,market,13,4,0,lunch,cloudy,29,17,2.5,64,5.1,46,moderate
STP-L03-07,L03,market,13,4,0,lunch,rain,43,28,2.3,60,12.7,114,busy
STP-L03-07,L03,market,17,0,0,evening_rush,clear,34,21,2.6,87,10.6,83,busy
STP-L03-07,L03,market,17,0,0,evening_rush,cloudy,39,24,2.5,117,6.4,95,busy
STP-L03-07,L03,market,17,2,0,evening_rush,rain,47,34,2.4,117,7.2,74,busy
STP-L03-07,L03,market,17,2,0,evening_rush,cloudy,52,37,2.1,85,17.5,99,crowded
STP-L03-07,L03,market,17,3,0,evening_rush,wind,51,38,3.0,16,11.3,127,crowded
STP-L03-07,L03,market,17,3,0,evening_rush,rain,50,35,1.5,74,5.8,90,crowded
STP-L03-07,L03,market,18,0,0,evening_rush,snow,72,59,2.1,78,12.0,149,crowded
STP-L03-07,L03,market,18,0,0,evening_rush,fog,60,53,1.8,12,12.8,115,crowded
STP-L03-07,L03,market,18,2,0,evening_rush,wind,41,30,0.6,92,4.5,61,busy
STP-L03-07,L03,market,18,2,0,evening_rush,fog,41,32,1.8,32,5.4,95,busy
STP-L03-07,L03,market,20,6,1,evening,fog,18,16,1.5,87,1.9,47,moderate
STP-L03-07,L03,market,20,6,1,evening,wind,18,11,2.9,65,4.1,27,moderate
STP-L03-07,L03,market,22,1,0,evening,clear,23,14,2.9,88,3.2,62,moderate
STP-L03-07,L03,market,22,1,0,evening,snow,40,37,1.6,76,6.0,90,busy
STP-L03-07,L03,market,22,2,0,evening,cloudy,24,14,2.5,87,6.9,51,moderate
STP-L03-07,L03,market,22,2,0,evening,rain,35,30,2.0,52,9.3,76,busy
STP-L03-07,L03,market,22,5,1,evening,rain,22,17,2.9,72,2.6,45,moderate
STP-L03-07,L03,market,22,5,1,evening,fog,13,11,2.4,89,3.1,27,light
STP-L03-07,L03,market,22,6,1,evening,cloudy,13,8,2.7,37,2.3,30,light
STP-L03-07,L03,market,22,6,1,evening,rain,19,12,2.7,67,5.9,32,moderate
STP-L03-08,L03,residential,6,6,1,early_morning,fog,10,6,2.9,40,2.1,25,light
STP-L03-08,L03,residential,6,6,1,early_morning,rain,11,8,2.8,35,3.8,16,light
STP-L03-08,L03,residential,7,0,0,morning_rush,fog,25,22,0.8,82,3.4,56,moderate
STP-L03-08,L03,residential,7,0,0,morning_rush,cloudy,28,26,2.7,62,7.0,59,moderate
STP-L03-08,L03,residential,7,1,0,morning_rush,rain,32,22,3.0,99,5.8,70,busy
STP-L03-08,L03,residential,7,1,0,morning_rush,wind,26,21,1.4,15,5.8,52,moderate
STP-L03-08,L03,residential,7,3,0,morning_rush,wind,28,20,2.9,15,5.5,62,moderate
STP-L03-08,L03,residential,7,3,0,morning_rush,fog,26,16,0.8,73,3.5,43,moderate
STP-L03-08,L03,residential,7,4,0,morning_rush,snow,37,24,1.0,58,11.8,61,busy
STP-L03-08,L03,residential,7,4,0,morning_rush,fog,31,28,1.7,69,3.5,53,busy
STP-L03-08,L03,residential,8,0,0,morning_rush,cloudy,33,23,0.7,99,7.0,47,busy
STP-L03-08,L03,residential,8,0,0,morning_rush,rain,32,28,2.4,115,10.0,79,busy
STP-L03-08,L03,residential,8,2,0,morning_rush,fog,25,16,1.4,20,4.8,48,moderate
STP-L03-08,L03,residential,8,2,0,morning_rush,rain,44,37,2.2,60,8.4,77,busy
STP-L03-08,L03,residential,8,3,0,morning_rush,clear,35,21,1.7,52,7.5,73,busy
STP-L03-08,L03,residential,8,3,0,morning_rush,snow,45,42,1.8,119,12.7,82,busy
STP-L03-08,L03,residential,8,4,0,morning_rush,fog,37,30,2.2,66,7.1,62,busy
STP-L03-08,L03,residential,8,4,0,morning_rush,snow,47,44,2.3,58,7.9,93,busy
STP-L03-08,L03,residential,8,6,1,morning_rush,snow,34,27,0.8,9,6.5,83,busy
STP-L03-08,L03,residential,8,6,1,morning_rush,wind,19,12,1.5,71,5.7,43,moderate
STP-L03-08,L03,residential,9,0,0,midday,fog,17,12,1.6,95,4.7,35,moderate
STP-L03-08,L03,residential,9,0,0,midday,cloudy,10,8,2.2,45,2.4,25,light
STP-L03-08,L03,residential,9,3,0,midday,fog,14,11,1.5,19,3.9,33,light
STP-L03-08,L03,residential,9,3,0,midday,snow,16,10,1.9,69,3.3,37,moderate
STP-L03-08,L03,residential,9,5,1,midday,snow,10,6,2.0,30,3.3,15,light
STP-L03-08,L03,residential,9,5,1,midday,rain,12,10,2.5,75,3.2,18,light
STP-L03-08,L03,residential,12,2,0,lunch,snow,27,18,1.1,12,7.7,66,moderate
STP-L03-08,L03,residential,12,2,0,lunch,fog,22,17,2.5,30,4.5,40,moderate
STP-L03-08,L03,residential,13,2,0,lunch,cloudy,22,19,1.8,57,3.5,49,moderate
STP-L03-08,L03,residential,13,2,0,lunch,rain,24,18,2.1,19,3.7,38,moderate
STP-L03-08,L03,residential,13,6,1,lunch,snow,15,10,2.4,37,3.7,23,moderate
STP-L03-08,L03,residential,13,6,1,lunch,cloudy,11,8,2.7,41,2.6,30,light
STP-L03-08,L03,residential,17,0,0,evening_rush,rain,36,24,1.5,13,7.9,98,busy
STP-L03-08,L03,residential,17,0,0,evening_rush,wind,27,22,2.8,76,4.2,64,moderate
STP-L03-08,L03,residential,17,5,1,evening_rush,wind,16,13,2.1,50,5.4,31,moderate
STP-L03-08,L03,residential,17,5,1,evening_rush,clear,17,15,0.7,109,4.6,40,moderate
STP-L03-08,L03,residential,18,4,0,evening_rush,cloudy,29,22,0.8,90,7.9,72,moderate
STP-L03-08,L03,residential,18,4,0,evening_rush,clear,27,23,2.0,27,5.8,65,moderate
STP-L03-08,L03,residential,18,5,1,evening_rush,cloudy,16,12,2.1,120,1.6,26,moderate
STP-L03-08,L03,residential,18,5,1,evening_rush,fog,15,11,1.4,85,3.7,39,moderate
STP-L03-08,L03,residential,20,1,0,evening,rain,20,18,1.9,17,5.7,54,moderate
STP-L03-08,L03,residential,20,1,0,evening,wind,12,11,2.8,79,1.8,24,light
STP-L03-08,L03,residential,20,2,0,evening,clear,12,8,1.2,102,2.9,33,light
STP-L03-08,L03,residential,20,2,0,evening,wind,14,10,2.5,8,1.5,21,light
STP-L03-08,L03,residential,20,3,0,evening,snow,16,14,0.8,52,2.4,25,moderate
STP-L03-08,L03,residential,20,3,0,evening,rain,13,11,1.7,80,4.4,20,light
STP-L03-08,L03,residential,20,4,0,evening,wind,16,14,2.4,27,3.2,43,moderate
STP-L03-08,L03,residential,20,4,0,evening,fog,15,11,2.6,8,1.7,33,moderate
STP-L03-08,L03,residential,20,5,1,evening,clear,7,4,2.4,112,1.1,12,light
STP-L03-08,L03,residential,20,5,1,evening,cloudy,8,5,0.7,28,2.4,20,light
STP-L03-08,L03,residential,22,0,0,evening,cloudy,10,9,0.7,49,1.4,22,light
STP-L03-08,L03,residential,22,0,0,evening,wind,14,9,2.1,83,1.7,30,light
STP-L03-08,L03,residential,22,2,0,evening,snow,18,16,0.6,56,4.9,26,moderate
STP-L03-08,L03,residential,22,2,0,evening,cloudy,14,10,2.4,57,3.0,33,light
STP-L03-08,L03,residential,22,5,1,evening,cloudy,9,7,2.7,58,2.9,19,light
STP-L03-08,L03,residential,22,5,1,evening,wind,7,4,1.3,98,1.7,10,light
STP-L03-09,L03,terminal,6,0,0,early_morning,wind,51,47,3.0,81,14.9,136,crowded
STP-L03-09,L03,terminal,6,0,0,early_morning,fog,36,26,2.5,60,5.0,89,busy
STP-L03-09,L03,terminal,6,2,0,early_morning,snow,71,56,0.6,56,21.0,107,crowded
STP-L03-09,L03,terminal,6,2,0,early_morning,wind,48,44,1.4,104,7.4,99,busy
STP-L03-09,L03,terminal,6,3,0,early_morning,snow,61,52,2.6,29,15.1,145,crowded
STP-L03-09,L03,terminal,6,3,0,early_morning,cloudy,38,36,1.7,57,11.8,79,busy
STP-L03-09,L03,terminal,6,4,0,early_morning,fog,41,27,2.5,114,11.5,59,busy
STP-L03-09,L03,terminal,6,4,0,early_morning,cloudy,49,42,1.1,74,13.5,75,busy
STP-L03-09,L03,terminal,6,5,1,early_morning,snow,32,21,1.4,44,9.3,70,busy
STP-L03-09,L03,terminal,6,5,1,early_morning,wind,36,31,3.0,50,6.2,63,busy
STP-L03-09,L03,terminal,6,6,1,early_morning,clear,32,23,2.7,115,8.1,86,busy
STP-L03-09,L03,terminal,6,6,1,early_morning,cloudy,24,20,1.4,34,4.2,57,moderate
STP-L03-09,L03,terminal,7,3,0,morning_rush,fog,108,83,2.9,66,31.6,206,crowded
STP-L03-09,L03,terminal,7,3,0,morning_rush,snow,154,97,0.6,17,39.2,234,crowded
STP-L03-09,L03,terminal,7,4,0,morning_rush,wind,87,58,1.5,71,23.6,144,crowded
STP-L03-09,L03,terminal,7,4,0,morning_rush,clear,106,82,1.3,27,29.5,231,crowded
STP-L03-09,L03,terminal,8,5,1,morning_rush,cloudy,81,71,2.1,115,13.7,186,crowded
STP-L03-09,L03,terminal,8,5,1,morning_rush,clear,75,46,1.2,9,20.0,189,crowded
STP-L03-09,L03,terminal,8,6,1,morning_rush,fog,70,47,2.4,70,14.2,141,crowded
STP-L03-09,L03,terminal,8,6,1,morning_rush,snow,118,87,1.0,112,38.6,273,crowded
STP-L03-09,L03,terminal,9,0,0,midday,fog,43,34,2.3,55,12.7,112,busy
STP-L03-09,L03,terminal,9,0,0,midday,snow,60,50,0.9,17,10.2,123,crowded
