observation_id,trip_id,line_id,stop_id,stop_sequence,stop_type,date,day_of_week,is_weekend,hour_of_day,time_bucket,planned_arrival,actual_arrival,delay_min,is_delayed,passengers_waiting,passengers_boarding,passengers_alighting,dwell_time_min,cumulative_delay_min,weather_condition,traffic_level,speed_factor,minutes_to_next_bus
OBS-001836,TRP-04725,L03,STP-L03-06,6,hospital,2025-03-11,1,0,19,evening_rush,2025-03-11 20:12:18,2025-03-11 20:24:18,12.0,1,30,15,5,1.5,12.0,wind,high,0.559,14.2
OBS-001837,TRP-04725,L03,STP-L03-07,7,market,2025-03-11,1,0,19,evening_rush,2025-03-11 20:16:06,2025-03-11 20:29:48,13.7,1,29,17,2,1.0,13.7,wind,high,0.559,22.9
OBS-001838,TRP-04725,L03,STP-L03-08,8,residential,2025-03-11,1,0,19,evening_rush,2025-03-11 20:20:54,2025-03-11 20:37:36,16.7,1,12,10,8,1.2,16.7,wind,high,0.559,15.6
OBS-001839,TRP-04725,L03,STP-L03-09,9,terminal,2025-03-11,1,0,19,evening_rush,2025-03-11 20:24:24,2025-03-11 20:42:48,18.4,1,38,38,14,2.5,18.4,wind,high,0.559,24.4
OBS-001840,TRP-07772,L02,STP-L02-01,1,terminal,2025-03-18,1,0,22,evening,2025-03-18 22:16:30,2025-03-18 22:16:36,0.1,0,51,30,14,2.4,0.1,cloudy,low,1.021,10.1
OBS-001841,TRP-07772,L02,STP-L02-02,2,market,2025-03-18,1,0,22,evening,2025-03-18 22:20:24,2025-03-18 22:20:24,0.0,0,28,3,3,0.6,0.0,cloudy,low,1.021,7.4
OBS-001842,TRP-07772,L02,STP-L02-03,3,residential,2025-03-18,1,0,22,evening,2025-03-18 22:23:00,2025-03-18 22:23:00,0.0,0,11,6,4,0.9,0.0,cloudy,low,1.021,14.7
OBS-001843,TRP-07772,L02,STP-L02-04,4,regular,2025-03-18,1,0,22,evening,2025-03-18 22:26:42,2025-03-18 22:26:42,0.0,0,8,5,0,1.1,0.0,cloudy,low,1.021,11.7
OBS-001844,TRP-07772,L02,STP-L02-05,5,hospital,2025-03-18,1,0,22,evening,2025-03-18 22:30:42,2025-03-18 22:30:36,-0.1,0,30,12,13,1.6,-0.1,cloudy,low,1.021,21.1
OBS-001845,TRP-07772,L02,STP-L02-06,6,residential,2025-03-18,1,0,22,evening,2025-03-18 22:34:00,2025-03-18 22:34:00,0.0,0,14,2,5,1.1,0.0,cloudy,low,1.021,17.6
OBS-001846,TRP-07772,L02,STP-L02-07,7,university,2025-03-18,1,0,22,evening,2025-03-18 22:37:30,2025-03-18 22:37:36,0.1,0,48,20,0,1.7,0.1,cloudy,low,1.021,14.2
OBS-001847,TRP-07772,L02,STP-L02-08,8,hospital,2025-03-18,1,0,22,evening,2025-03-18 22:40:42,2025-03-18 22:40:42,0.0,0,25,17,15,1.4,-0.0,cloudy,low,1.021,9.7
OBS-001848,TRP-07772,L02,STP-L02-09,9,market,2025-03-18,1,0,22,evening,2025-03-18 22:44:18,2025-03-18 22:44:24,0.1,0,18,12,2,1.3,0.1,cloudy,low,1.021,8.8
OBS-001849,TRP-07772,L02,STP-L02-10,10,hospital,2025-03-18,1,0,22,evening,2025-03-18 22:48:18,2025-03-18 22:48:24,0.1,0,37,14,1,0.9,0.1,cloudy,low,1.021,16.2
OBS-001850,TRP-07772,L02,STP-L02-11,11,terminal,2025-03-18,1,0,22,evening,2025-03-18 22:52:36,2025-03-18 22:52:30,-0.1,0,46,30,0,1.8,-0.1,cloudy,low,1.021,15.5
OBS-001851,TRP-11689,L01,STP-L01-01,1,terminal,2025-03-27,3,0,13,lunch,2025-03-27 13:33:18,2025-03-27 13:33:36,0.3,0,46,15,18,2.0,0.3,cloudy,low,0.916,6.9
OBS-001852,TRP-11689,L01,STP-L01-02,2,regular,2025-03-27,3,0,13,lunch,2025-03-27 13:36:48,2025-03-27 13:37:18,0.5,0,10,3,1,0.9,0.5,cloudy,low,0.916,13.8
OBS-001853,TRP-11689,L01,STP-L01-03,3,regular,2025-03-27,3,0,13,lunch,2025-03-27 13:39:54,2025-03-27 13:40:30,0.6,0,11,3,0,0.8,0.6,cloudy,low,0.916,19.3
OBS-001854,TRP-11689,L01,STP-L01-04,4,university,2025-03-27,3,0,13,lunch,2025-03-27 13:43:42,2025-03-27 13:44:48,1.1,0,62,22,10,2.1,1.1,cloudy,low,0.916,18.8
OBS-001855,TRP-11689,L01,STP-L01-05,5,hospital,2025-03-27,3,0,13,lunch,2025-03-27 13:47:18,2025-03-27 13:48:36,1.3,0,45,13,2,1.2,1.3,cloudy,low,0.916,6.7
OBS-001856,TRP-11689,L01,STP-L01-06,6,residential,2025-03-27,3,0,13,lunch,2025-03-27 13:51:54,2025-03-27 13:53:48,1.9,0,20,2,6,0.5,1.9,cloudy,low,0.916,17.5
OBS-001857,TRP-11689,L01,STP-L01-07,7,regular,2025-03-27,3,0,13,lunch,2025-03-27 13:55:18,2025-03-27 13:57:24,2.1,1,14,7,3,1.0,2.1,cloudy,low,0.916,11.8
OBS-001858,TRP-11689,L01,STP-L01-08,8,regular,2025-03-27,3,0,13,lunch,2025-03-27 13:58:48,2025-03-27 14:01:00,2.2,1,11,6,11,1.2,2.2,cloudy,low,0.916,18.4
OBS-001859,TRP-11689,L01,STP-L01-09,9,university,2025-03-27,3,0,13,lunch,2025-03-27 14:01:30,2025-03-27 14:03:42,2.2,1,55,16,9,1.4,2.2,cloudy,low,0.916,8.4
OBS-001860,TRP-11689,L01,STP-L01-10,10,regular,2025-03-27,3,0,13,lunch,2025-03-27 14:04:54,2025-03-27 14:07:24,2.5,1,13,6,4,1.0,2.5,cloudy,low,0.916,14.4
OBS-001861,TRP-11689,L01,STP-L01-11,11,regular,2025-03-27,3,0,13,lunch,2025-03-27 14:08:30,2025-03-27 14:11:12,2.7,1,11,11,6,1.6,2.7,cloudy,low,0.916,14.5
OBS-001862,TRP-11689,L01,STP-L01-12,12,regular,2025-03-27,3,0,13,lunch,2025-03-27 14:12:54,2025-03-27 14:15:42,2.8,1,14,1,3,0.5,2.8,cloudy,low,0.916,19.0
OBS-001863,TRP-11689,L01,STP-L01-13,13,regular,2025-03-27,3,0,13,lunch,2025-03-27 14:15:48,2025-03-27 14:19:00,3.2,1,11,3,2,0.7,3.2,cloudy,low,0.916,7.1
OBS-001864,TRP-11689,L01,STP-L01-14,14,terminal,2025-03-27,3,0,13,lunch,2025-03-27 14:18:00,2025-03-27 14:21:24,3.4,1,68,42,0,2.6,3.4,cloudy,low,0.916,8.4
OBS-001865,TRP-08116,L01,STP-L01-01,1,terminal,2025-03-19,2,0,15,afternoon,2025-03-19 15:48:00,2025-03-19 15:49:12,1.2,0,40,22,15,2.0,1.2,clear,high,0.655,10.9
OBS-001866,TRP-08116,L01,STP-L01-02,2,regular,2025-03-19,2,0,15,afternoon,2025-03-19 15:51:30,2025-03-19 15:53:36,2.1,1,6,1,0,0.4,2.1,clear,high,0.655,12.0
OBS-001867,TRP-08116,L01,STP-L01-03,3,regular,2025-03-19,2,0,15,afternoon,2025-03-19 15:54:06,2025-03-19 15:57:36,3.5,1,9,5,0,0.5,3.5,clear,high,0.655,19.5
OBS-001868,TRP-08116,L01,STP-L01-04,4,university,2025-03-19,2,0,15,afternoon,2025-03-19 15:57:36,2025-03-19 16:02:24,4.8,1,45,27,3,2.0,4.8,clear,high,0.655,9.2
OBS-001869,TRP-08116,L01,STP-L01-05,5,hospital,2025-03-19,2,0,15,afternoon,2025-03-19 16:01:06,2025-03-19 16:06:48,5.7,1,26,13,6,1.5,5.7,clear,high,0.655,25.3
OBS-001870,TRP-08116,L01,STP-L01-06,6,residential,2025-03-19,2,0,15,afternoon,2025-03-19 16:06:00,2025-03-19 16:13:30,7.5,1,10,9,10,1.4,7.5,clear,high,0.655,19.8
OBS-001871,TRP-08116,L01,STP-L01-07,7,regular,2025-03-19,2,0,15,afternoon,2025-03-19 16:10:18,2025-03-19 16:19:30,9.2,1,7,5,3,1.3,9.2,clear,high,0.655,15.0
OBS-001872,TRP-08116,L01,STP-L01-08,8,regular,2025-03-19,2,0,15,afternoon,2025-03-19 16:14:06,2025-03-19 16:24:18,10.2,1,9,2,7,0.9,10.2,clear,high,0.655,9.6
OBS-001873,TRP-08116,L01,STP-L01-09,9,university,2025-03-19,2,0,15,afternoon,2025-03-19 16:16:30,2025-03-19 16:27:36,11.1,1,51,17,3,1.7,11.1,clear,high,0.655,24.2
OBS-001874,TRP-08116,L01,STP-L01-10,10,regular,2025-03-19,2,0,15,afternoon,2025-03-19 16:20:12,2025-03-19 16:32:18,12.1,1,10,8,10,1.1,12.1,clear,high,0.655,13.3
OBS-001875,TRP-08116,L01,STP-L01-11,11,regular,2025-03-19,2,0,15,afternoon,2025-03-19 16:23:54,2025-03-19 16:37:18,13.4,1,9,2,5,1.0,13.4,clear,high,0.655,18.5
OBS-001876,TRP-08116,L01,STP-L01-12,12,regular,2025-03-19,2,0,15,afternoon,2025-03-19 16:27:42,2025-03-19 16:42:36,14.9,1,10,9,6,1.3,14.9,clear,high,0.655,10.1
OBS-001877,TRP-08116,L01,STP-L01-13,13,regular,2025-03-19,2,0,15,afternoon,2025-03-19 16:31:24,2025-03-19 16:47:48,16.4,1,9,2,4,0.5,16.4,clear,high,0.655,11.6
OBS-001878,TRP-08116,L01,STP-L01-14,14,terminal,2025-03-19,2,0,15,afternoon,2025-03-19 16:33:24,2025-03-19 16:50:30,17.1,1,34,14,4,1.6,17.1,clear,high,0.655,12.2
OBS-001879,TRP-03033,L05,STP-L05-01,1,terminal,2025-03-07,4,0,9,midday,2025-03-07 09:16:48,2025-03-07 09:18:48,2.0,0,38,35,16,2.6,2.0,clear,congested,0.405,25.8
OBS-001880,TRP-03033,L05,STP-L05-02,2,university,2025-03-07,4,0,9,midday,2025-03-07 09:21:00,2025-03-07 09:25:36,4.6,1,55,3,1,0.4,4.6,clear,congested,0.405,11.0
OBS-001881,TRP-03033,L05,STP-L05-03,3,university,2025-03-07,4,0,9,midday,2025-03-07 09:23:30,2025-03-07 09:31:36,8.1,1,42,20,25,2.5,8.1,clear,congested,0.405,26.0
OBS-001882,TRP-03033,L05,STP-L05-04,4,regular,2025-03-07,4,0,9,midday,2025-03-07 09:28:12,2025-03-07 09:39:30,11.3,1,8,7,1,1.0,11.3,clear,congested,0.405,17.0
OBS-001883,TRP-03033,L05,STP-L05-05,5,hospital,2025-03-07,4,0,9,midday,2025-03-07 09:31:42,2025-03-07 09:46:12,14.5,1,23,0,3,1.0,14.5,clear,congested,0.405,20.3
OBS-001884,TRP-03033,L05,STP-L05-06,6,market,2025-03-07,4,0,9,midday,2025-03-07 09:34:42,2025-03-07 09:51:54,17.2,1,19,17,17,1.7,17.2,clear,congested,0.405,28.6
OBS-001885,TRP-03033,L05,STP-L05-07,7,university,2025-03-07,4,0,9,midday,2025-03-07 09:38:54,2025-03-07 09:59:18,20.4,1,40,34,27,2.6,20.4,clear,congested,0.405,12.7
OBS-001886,TRP-03033,L05,STP-L05-08,8,market,2025-03-07,4,0,9,midday,2025-03-07 09:45:12,2025-03-07 10:11:12,26.0,1,18,1,0,1.0,26.0,clear,congested,0.405,16.4
OBS-001887,TRP-03033,L05,STP-L05-09,9,residential,2025-03-07,4,0,9,midday,2025-03-07 09:47:42,2025-03-07 10:15:54,28.2,1,14,3,5,1.2,28.2,clear,congested,0.405,22.1
OBS-001888,TRP-03033,L05,STP-L05-10,10,university,2025-03-07,4,0,9,midday,2025-03-07 09:51:24,2025-03-07 10:23:06,31.7,1,50,47,31,3.1,31.7,clear,congested,0.405,22.3
OBS-001889,TRP-03033,L05,STP-L05-11,11,residential,2025-03-07,4,0,9,midday,2025-03-07 09:57:00,2025-03-07 10:32:12,35.2,1,14,3,7,1.1,35.2,clear,congested,0.405,25.3
OBS-001890,TRP-03033,L05,STP-L05-12,12,university,2025-03-07,4,0,9,midday,2025-03-07 10:01:18,2025-03-07 10:41:00,39.7,1,35,16,17,2.0,39.7,clear,congested,0.405,13.4
OBS-001891,TRP-03033,L05,STP-L05-13,13,university,2025-03-07,4,0,9,midday,2025-03-07 10:04:54,2025-03-07 10:46:42,41.8,1,34,8,10,1.3,41.8,clear,congested,0.405,21.8
OBS-001892,TRP-03033,L05,STP-L05-14,14,market,2025-03-07,4,0,9,midday,2025-03-07 10:08:42,2025-03-07 10:54:36,45.9,1,19,9,13,1.5,45.9,clear,congested,0.405,21.6
OBS-001893,TRP-03033,L05,STP-L05-15,15,university,2025-03-07,4,0,9,midday,2025-03-07 10:13:54,2025-03-07 11:04:48,50.9,1,41,36,8,2.2,50.9,clear,congested,0.405,13.4
OBS-001894,TRP-03033,L05,STP-L05-16,16,terminal,2025-03-07,4,0,9,midday,2025-03-07 10:17:36,2025-03-07 11:10:36,53.0,1,44,2,6,0.9,53.0,clear,congested,0.405,13.6
OBS-001895,TRP-04847,L05,STP-L05-01,1,terminal,2025-03-11,1,0,12,lunch,2025-03-11 12:14:12,2025-03-11 12:15:24,1.2,0,66,30,30,2.7,1.2,rain,high,0.54,17.0
OBS-001896,TRP-04847,L05,STP-L05-02,2,university,2025-03-11,1,0,12,lunch,2025-03-11 12:18:30,2025-03-11 12:21:00,2.5,1,74,1,4,0.7,2.5,rain,high,0.54,21.6
OBS-001897,TRP-04847,L05,STP-L05-03,3,university,2025-03-11,1,0,12,lunch,2025-03-11 12:21:18,2025-03-11 12:25:18,4.0,1,102,7,0,1.0,4.0,rain,high,0.54,13.5
OBS-001898,TRP-04847,L05,STP-L05-04,4,regular,2025-03-11,1,0,12,lunch,2025-03-11 12:24:30,2025-03-11 12:30:12,5.7,1,15,15,18,1.5,5.7,rain,high,0.54,17.5
OBS-001899,TRP-04847,L05,STP-L05-05,5,hospital,2025-03-11,1,0,12,lunch,2025-03-11 12:28:30,2025-03-11 12:36:12,7.7,1,47,37,13,2.7,7.7,rain,high,0.54,13.1
OBS-001900,TRP-04847,L05,STP-L05-06,6,market,2025-03-11,1,0,12,lunch,2025-03-11 12:33:12,2025-03-11 12:42:18,9.1,1,36,19,23,2.1,9.1,rain,high,0.54,19.7
OBS-001901,TRP-04847,L05,STP-L05-07,7,university,2025-03-11,1,0,12,lunch,2025-03-11 12:37:48,2025-03-11 12:48:48,11.0,1,103,1,3,0.7,11.0,rain,high,0.54,7.6
OBS-001902,TRP-04847,L05,STP-L05-08,8,market,2025-03-11,1,0,12,lunch,2025-03-11 12:42:12,2025-03-11 12:56:00,13.8,1,48,33,18,2.3,13.8,rain,high,0.54,9.9
OBS-001903,TRP-04847,L05,STP-L05-09,9,residential,2025-03-11,1,0,12,lunch,2025-03-11 12:46:00,2025-03-11 13:01:06,15.1,1,28,22,0,1.5,15.1,rain,high,0.54,19.9
OBS-001904,TRP-04847,L05,STP-L05-10,10,university,2025-03-11,1,0,12,lunch,2025-03-11 12:50:00,2025-03-11 13:07:12,17.2,1,82,79,14,4.4,17.2,rain,high,0.54,18.0
OBS-001905,TRP-04847,L05,STP-L05-11,11,residential,2025-03-11,1,0,12,lunch,2025-03-11 12:56:54,2025-03-11 13:16:18,19.4,1,26,20,3,1.6,19.4,rain,high,0.54,10.3
OBS-001906,TRP-04847,L05,STP-L05-12,12,university,2025-03-11,1,0,12,lunch,2025-03-11 13:01:42,2025-03-11 13:23:48,22.1,1,68,31,17,2.4,22.1,rain,high,0.54,8.5
OBS-001907,TRP-04847,L05,STP-L05-13,13,university,2025-03-11,1,0,12,lunch,2025-03-11 13:05:42,2025-03-11 13:29:06,23.4,1,80,48,27,3.3,23.4,rain,high,0.54,17.9
OBS-001908,TRP-04847,L05,STP-L05-14,14,market,2025-03-11,1,0,12,lunch,2025-03-11 13:11:30,2025-03-11 13:37:06,25.6,1,46,43,26,3.1,25.6,rain,high,0.54,7.6
OBS-001909,TRP-04847,L05,STP-L05-15,15,university,2025-03-11,1,0,12,lunch,2025-03-11 13:18:18,2025-03-11 13:47:24,29.1,1,76,32,14,2.6,29.1,rain,high,0.54,17.3
OBS-001910,TRP-04847,L05,STP-L05-16,16,terminal,2025-03-11,1,0,12,lunch,2025-03-11 13:22:24,2025-03-11 13:52:54,30.5,1,72,5,4,0.9,30.5,rain,high,0.54,18.3
OBS-001911,TRP-09977,L02,STP-L02-01,1,terminal,2025-03-23,6,1,13,lunch,2025-03-23 13:31:30,2025-03-23 13:32:36,1.1,0,34,19,16,1.9,1.1,clear,high,0.577,34.4
OBS-001912,TRP-09977,L02,STP-L02-02,2,market,2025-03-23,6,1,13,lunch,2025-03-23 13:34:54,2025-03-23 13:37:12,2.3,1,23,14,17,1.6,2.3,clear,high,0.577,36.7
OBS-001913,TRP-09977,L02,STP-L02-03,3,residential,2025-03-23,6,1,13,lunch,2025-03-23 13:38:30,2025-03-23 13:42:06,3.6,1,11,10,5,1.4,3.6,clear,high,0.577,16.1
OBS-001914,TRP-09977,L02,STP-L02-04,4,regular,2025-03-23,6,1,13,lunch,2025-03-23 13:42:42,2025-03-23 13:48:30,5.8,1,9,5,9,1.4,5.8,clear,high,0.577,36.2
OBS-001915,TRP-09977,L02,STP-L02-05,5,hospital,2025-03-23,6,1,13,lunch,2025-03-23 13:47:00,2025-03-23 13:55:00,8.0,1,21,6,8,1.2,8.0,clear,high,0.577,20.7
OBS-001916,TRP-09977,L02,STP-L02-06,6,residential,2025-03-23,6,1,13,lunch,2025-03-23 13:49:54,2025-03-23 13:59:24,9.5,1,9,5,1,1.0,9.5,clear,high,0.577,22.4
OBS-001917,TRP-09977,L02,STP-L02-07,7,university,2025-03-23,6,1,13,lunch,2025-03-23 13:53:18,2025-03-23 14:04:36,11.3,1,44,30,13,2.2,11.3,clear,high,0.577,34.5
OBS-001918,TRP-09977,L02,STP-L02-08,8,hospital,2025-03-23,6,1,13,lunch,2025-03-23 13:57:00,2025-03-23 14:09:24,12.4,1,26,14,1,1.2,12.4,clear,high,0.577,37.7
OBS-001919,TRP-09977,L02,STP-L02-09,9,market,2025-03-23,6,1,13,lunch,2025-03-23 14:00:24,2025-03-23 14:14:06,13.7,1,22,15,9,1.2,13.7,clear,high,0.577,28.9
OBS-001920,TRP-09977,L02,STP-L02-10,10,hospital,2025-03-23,6,1,13,lunch,2025-03-23 14:04:18,2025-03-23 14:19:54,15.6,1,29,27,0,1.5,15.6,clear,high,0.577,35.3
OBS-001921,TRP-09977,L02,STP-L02-11,11,terminal,2025-03-23,6,1,13,lunch,2025-03-23 14:09:12,2025-03-23 14:27:36,18.4,1,35,10,1,0.9,18.4,clear,high,0.577,38.4
OBS-001922,TRP-02571,L05,STP-L05-01,1,terminal,2025-03-06,3,0,7,morning_rush,2025-03-06 07:31:00,2025-03-06 07:33:00,2.0,0,89,24,16,1.8,2.0,cloudy,congested,0.405,14.2
OBS-001923,TRP-02571,L05,STP-L05-02,2,university,2025-03-06,3,0,7,morning_rush,2025-03-06 07:34:24,2025-03-06 07:38:30,4.1,1,123,121,22,6.3,4.1,cloudy,congested,0.405,28.7
OBS-001924,TRP-02571,L05,STP-L05-03,3,university,2025-03-06,3,0,7,morning_rush,2025-03-06 07:42:48,2025-03-06 07:50:18,7.5,1,131,44,14,2.4,7.5,cloudy,congested,0.405,13.7
OBS-001925,TRP-02571,L05,STP-L05-04,4,regular,2025-03-06,3,0,7,morning_rush,2025-03-06 07:47:24,2025-03-06 07:58:06,10.7,1,25,17,7,1.3,10.7,cloudy,congested,0.405,11.2
OBS-001926,TRP-02571,L05,STP-L05-05,5,hospital,2025-03-06,3,0,7,morning_rush,2025-03-06 07:51:12,2025-03-06 08:05:54,14.7,1,83,42,28,2.8,14.7,cloudy,congested,0.405,29.3
OBS-001927,TRP-02571,L05,STP-L05-06,6,market,2025-03-06,3,0,7,morning_rush,2025-03-06 07:56:00,2025-03-06 08:13:48,17.8,1,62,49,20,3.3,17.8,cloudy,congested,0.405,26.3
OBS-001928,TRP-02571,L05,STP-L05-07,7,university,2025-03-06,3,0,7,morning_rush,2025-03-06 08:01:48,2025-03-06 08:23:36,21.8,1,127,101,8,5.1,21.8,cloudy,congested,0.405,16.1
OBS-001929,TRP-02571,L05,STP-L05-08,8,market,2025-03-06,3,0,7,morning_rush,2025-03-06 08:10:36,2025-03-06 08:38:30,27.9,1,58,28,5,1.8,27.9,cloudy,congested,0.405,11.3
OBS-001930,TRP-02571,L05,STP-L05-09,9,residential,2025-03-06,3,0,7,morning_rush,2025-03-06 08:13:54,2025-03-06 08:43:54,30.0,1,25,24,27,2.5,30.0,cloudy,congested,0.405,10.0
OBS-001931,TRP-02571,L05,STP-L05-10,10,university,2025-03-06,3,0,7,morning_rush,2025-03-06 08:18:54,2025-03-06 08:52:30,33.6,1,142,98,35,5.7,33.6,cloudy,congested,0.405,28.7
OBS-001932,TRP-02571,L05,STP-L05-11,11,residential,2025-03-06,3,0,7,morning_rush,2025-03-06 08:27:06,2025-03-06 09:04:18,37.2,1,32,4,6,1.1,37.2,cloudy,congested,0.405,29.4
OBS-001933,TRP-02571,L05,STP-L05-12,12,university,2025-03-06,3,0,7,morning_rush,2025-03-06 08:31:24,2025-03-06 09:13:42,42.3,1,100,99,23,5.0,42.3,cloudy,congested,0.405,24.3
OBS-001934,TRP-02571,L05,STP-L05-13,13,university,2025-03-06,3,0,7,morning_rush,2025-03-06 08:38:00,2025-03-06 09:22:48,44.8,1,110,72,32,4.3,44.8,cloudy,congested,0.405,22.1
OBS-001935,TRP-02571,L05,STP-L05-14,14,market,2025-03-06,3,0,7,morning_rush,2025-03-06 08:44:48,2025-03-06 09:32:48,48.0,1,64,17,16,2.0,48.0,cloudy,congested,0.405,10.4
OBS-001936,TRP-02571,L05,STP-L05-15,15,university,2025-03-06,3,0,7,morning_rush,2025-03-06 08:50:30,2025-03-06 09:43:18,52.8,1,90,30,32,2.8,52.8,cloudy,congested,0.405,28.3
OBS-001937,TRP-02571,L05,STP-L05-16,16,terminal,2025-03-06,3,0,7,morning_rush,2025-03-06 08:54:48,2025-03-06 09:50:00,55.2,1,126,110,29,5.7,55.2,cloudy,congested,0.405,24.7
OBS-001938,TRP-11908,L03,STP-L03-01,1,terminal,2025-03-27,3,0,22,evening,2025-03-27 22:21:30,2025-03-27 22:22:24,0.9,0,36,29,32,3.1,0.9,clear,high,0.58,23.6
OBS-001939,TRP-11908,L03,STP-L03-02,2,market,2025-03-27,3,0,22,evening,2025-03-27 22:26:36,2025-03-27 22:28:48,2.2,1,23,19,19,2.0,2.2,clear,high,0.58,19.4
OBS-001940,TRP-11908,L03,STP-L03-03,3,hospital,2025-03-27,3,0,22,evening,2025-03-27 22:32:00,2025-03-27 22:36:12,4.2,1,26,7,10,1.6,4.2,clear,high,0.58,11.2
OBS-001941,TRP-11908,L03,STP-L03-04,4,regular,2025-03-27,3,0,22,evening,2025-03-27 22:36:06,2025-03-27 22:42:24,6.3,1,8,1,0,0.4,6.3,clear,high,0.58,14.4
OBS-001942,TRP-11908,L03,STP-L03-05,5,regular,2025-03-27,3,0,22,evening,2025-03-27 22:39:24,2025-03-27 22:48:12,8.8,1,8,5,2,1.0,8.8,clear,high,0.58,11.9
OBS-001943,TRP-11908,L03,STP-L03-06,6,hospital,2025-03-27,3,0,22,evening,2025-03-27 22:42:30,2025-03-27 22:52:48,10.3,1,31,17,0,1.2,10.3,clear,high,0.58,15.4
OBS-001944,TRP-11908,L03,STP-L03-07,7,market,2025-03-27,3,0,22,evening,2025-03-27 22:46:00,2025-03-27 22:58:00,12.0,1,19,13,3,1.0,12.0,clear,high,0.58,15.2
OBS-001945,TRP-11908,L03,STP-L03-08,8,residential,2025-03-27,3,0,22,evening,2025-03-27 22:50:48,2025-03-27 23:05:54,15.1,1,11,5,6,1.3,15.1,clear,high,0.58,8.8
OBS-001946,TRP-11908,L03,STP-L03-09,9,terminal,2025-03-27,3,0,22,evening,2025-03-27 22:54:24,2025-03-27 23:10:54,16.5,1,36,8,12,1.4,16.5,clear,high,0.58,24.0
OBS-001947,TRP-10174,L05,STP-L05-01,1,terminal,2025-03-23,6,1,5,early_morning,2025-03-23 05:45:12,2025-03-23 05:46:00,0.8,0,40,36,17,2.2,0.8,rain,moderate,0.681,12.8
OBS-001948,TRP-10174,L05,STP-L05-02,2,university,2025-03-23,6,1,5,early_morning,2025-03-23 05:49:00,2025-03-23 05:50:42,1.7,0,49,5,3,1.1,1.7,rain,moderate,0.681,10.7
OBS-001949,TRP-10174,L05,STP-L05-03,3,university,2025-03-23,6,1,5,early_morning,2025-03-23 05:52:12,2025-03-23 05:55:06,2.9,1,44,16,7,1.8,2.9,rain,moderate,0.681,14.9
OBS-001950,TRP-10174,L05,STP-L05-04,4,regular,2025-03-23,6,1,5,early_morning,2025-03-23 05:56:12,2025-03-23 06:00:12,4.0,1,8,8,2,0.9,4.0,rain,moderate,0.681,14.9
OBS-001951,TRP-10174,L05,STP-L05-05,5,hospital,2025-03-23,6,1,5,early_morning,2025-03-23 05:59:36,2025-03-23 06:04:36,5.0,1,21,9,10,1.6,5.0,rain,moderate,0.681,10.2
OBS-001952,TRP-10174,L05,STP-L05-06,6,market,2025-03-23,6,1,5,early_morning,2025-03-23 06:03:12,2025-03-23 06:09:24,6.2,1,17,7,6,1.3,6.2,rain,moderate,0.681,8.0
OBS-001953,TRP-10174,L05,STP-L05-07,7,university,2025-03-23,6,1,5,early_morning,2025-03-23 06:07:00,2025-03-23 06:14:18,7.3,1,34,9,6,1.4,7.3,rain,moderate,0.681,10.9
OBS-001954,TRP-10174,L05,STP-L05-08,8,market,2025-03-23,6,1,5,early_morning,2025-03-23 06:12:06,2025-03-23 06:21:00,8.9,1,20,20,9,1.3,8.9,rain,moderate,0.681,10.2
OBS-001955,TRP-10174,L05,STP-L05-09,9,residential,2025-03-23,6,1,5,early_morning,2025-03-23 06:14:54,2025-03-23 06:24:42,9.8,1,10,10,9,1.5,9.8,rain,moderate,0.681,15.3
OBS-001956,TRP-10174,L05,STP-L05-10,10,university,2025-03-23,6,1,5,early_morning,2025-03-23 06:18:54,2025-03-23 06:30:00,11.1,1,41,11,16,1.4,11.1,rain,moderate,0.681,10.6
OBS-001957,TRP-10174,L05,STP-L05-11,11,residential,2025-03-23,6,1,5,early_morning,2025-03-23 06:22:48,2025-03-23 06:35:12,12.4,1,9,2,2,0.9,12.4,rain,moderate,0.681,6.4
OBS-001958,TRP-10174,L05,STP-L05-12,12,university,2025-03-23,6,1,5,early_morning,2025-03-23 06:26:54,2025-03-23 06:40:36,13.7,1,49,4,3,1.2,13.7,rain,moderate,0.681,9.3
OBS-001959,TRP-10174,L05,STP-L05-13,13,university,2025-03-23,6,1,5,early_morning,2025-03-23 06:29:42,2025-03-23 06:44:06,14.4,1,47,16,8,1.1,14.4,rain,moderate,0.681,7.9
OBS-001960,TRP-10174,L05,STP-L05-14,14,market,2025-03-23,6,1,5,early_morning,2025-03-23 06:33:18,2025-03-23 06:48:48,15.5,1,17,15,4,1.2,15.5,rain,moderate,0.681,13.3
OBS-001961,TRP-10174,L05,STP-L05-15,15,university,2025-03-23,6,1,5,early_morning,2025-03-23 06:38:12,2025-03-23 06:55:18,17.1,1,40,25,16,1.7,17.1,rain,moderate,0.681,13.7
OBS-001962,TRP-10174,L05,STP-L05-16,16,terminal,2025-03-23,6,1,5,early_morning,2025-03-23 06:41:24,2025-03-23 06:59:18,17.9,1,43,34,21,2.6,17.9,rain,moderate,0.681,9.8
OBS-001963,TRP-04979,L01,STP-L01-01,1,terminal,2025-03-12,2,0,15,afternoon,2025-03-12 15:39:24,2025-03-12 15:40:36,1.2,0,30,13,4,1.1,1.2,clear,high,0.642,17.5
OBS-001964,TRP-04979,L01,STP-L01-02,2,regular,2025-03-12,2,0,15,afternoon,2025-03-12 15:42:00,2025-03-12 15:44:06,2.1,1,7,7,4,0.9,2.1,clear,high,0.642,21.9
